geoid,name,year,total_est,total_se,aian_est,aian_se,api_est,api_se,asian_est,asian_se,black_est,black_se,hisp_est,hisp_se,nhisp_est,nhisp_se,nhopi_est,nhopi_se,nhwhite_est,nhwhite_se,nnhwhite_est,nnhwhite_se,other_est,other_se,othermore_est,othermore_se,twomore_est,twomore_se,white_est,white_se
04000US16,Idaho,2011-2015,25.863644,.1994136,11.248061,1.036702,41.426823,1.6454428,43.09267,1.7352233,28.119368,3.6393111,9.410512,.51164752,27.458393,.22417921,16.529774,5.0671868,27.470732,.21387716,15.248972,2.0737524,8.4370403,1.2633662,13.516122,.8765977,20.059332,1.1782759,26.252237,.20365764
04000US16,Idaho,2012-2016,26.2488,.19365972,12.191359,.95777053,40.409554,1.7771648,41.923077,1.8703351,26.680916,3.1584117,9.0439434,.43854433,27.938536,.21685839,18.76228,5.6164246,27.981319,.21238095,14.931479,2.0144136,7.1253719,1.0284774,12.880651,.79421055,20.829559,1.2796568,26.748133,.20315841
04000US16,Idaho,2013-2017,26.765936,.19338006,11.946969,1.189698,40.659077,1.7308751,42.300095,1.8316994,24.618572,2.9054489,9.989665,.52609682,28.46043,.21924464,23.076923,6.0787516,28.495201,.18289256,15.816712,1.8322958,6.3436403,.73541796,13.687733,.7487011,24.134216,1.49032,27.308079,.17640436
04000US17,Illinois,2005-2009,29.762932,.074034221,17.526299,1.2695944,61.402851,.35085088,61.52494,.35262254,18.186142,.17834802,11.292746,.15390393,32.239357,.086431935,42.771854,6.009336,33.141457,.093201771,22.002651,.32490292,8.8319225,.19683878,11.161344,.18933807,27.432537,.5863626,31.748035,.088018484
04000US17,Illinois,2006-2010,30.276653,.074501656,17.356392,1.03346,62.51799,.3049069,62.633717,.30583861,18.500181,.15963626,11.788435,.1656681,32.829651,.087797515,41.325073,6.4926205,33.595596,.089282289,22.840895,.31362382,9.0368557,.20658828,11.817119,.20413023,29.434162,.66487241,32.089237,.089745425
04000US17,Illinois,2007-2011,30.655491,.075751662,17.804422,1.1197786,62.193756,.34220695,62.304844,.3432647,18.809595,.18844683,12.020477,.14745618,33.293064,.088936798,42.819149,5.7896366,34.088558,.091488779,23.107496,.31509322,8.9622784,.1861192,12.384549,.19456385,31.305016,.65319669,32.382793,.087667339
04000US17,Illinois,2008-2012,31.079912,.074491419,17.770157,1.0551395,62.791557,.30914626,62.943726,.31029567,18.926998,.15808757,12.381698,.14764135,33.783062,.087874115,31.825039,5.3795385,34.591145,.088561125,23.485571,.30386186,8.9616127,.21350379,13.037653,.21137591,32.43243,.57152349,32.681854,.086311802
04000US17,Illinois,2009-2013,31.443926,.07518667,18.096643,1.1011436,62.428726,.31310827,62.611992,.31497985,18.886417,.16446623,12.544009,.14009282,34.230759,.088690102,25.231821,3.65466,35.141281,.083313942,23.562304,.29509604,8.931385,.19765165,13.465253,.20054004,33.13446,.58314222,33.097057,.081038065
04000US17,Illinois,2010-2014,31.889687,.079030015,18.410452,1.2280481,62.750072,.31834918,62.920422,.31977078,19.333645,.16708107,12.895006,.15214966,34.75581,.093790479,29.459827,4.2028704,35.626106,.084580064,24.089279,.30133906,9.1442709,.19354019,14.082583,.1993092,33.649578,.60077822,33.478733,.082466632
04000US17,Illinois,2011-2015,32.300156,.082337312,18.415373,1.0750637,62.56216,.30431804,62.741459,.30594438,19.789236,.18144678,13.155435,.14947028,35.246712,.097736061,26.928223,3.4474463,36.133446,.090121597,24.458204,.31140569,9.1391134,.20587941,14.390518,.20489623,34.612514,.55558413,33.894279,.088460065
04000US17,Illinois,2012-2016,32.893661,.080182448,18.126873,1.1814528,63.287334,.29313263,63.51062,.29497525,20.417046,.14876153,13.57878,.14283958,35.903362,.095295578,26.107655,3.0300062,36.743847,.086433806,25.117762,.29859814,9.5164967,.19058543,15.082592,.20459957,35.940399,.57124209,34.46487,.085235208
04000US17,Illinois,2013-2017,33.447468,.076782875,19.357876,1.145794,63.79472,.30201781,64.022774,.30381462,20.828625,.17632601,13.944915,.14728582,36.541813,.091962397,26.203022,2.9901564,37.39912,.08824598,25.612057,.2882992,9.7088289,.19922769,15.426858,.20209447,36.049202,.58321893,35.055878,.085319802
04000US18,Indiana,2005-2009,21.933744,.0938408,12.708601,1.2315792,56.799171,.90560943,57.573097,.92410159,14.235444,.28185961,11.125851,.32387298,22.37216,.098511726,13.383298,4.5500379,22.631311,.097686358,17.653856,.898844,10.225821,.51747316,13.095874,.44845757,18.557688,.82993835,22.403944,.09645813
